sale_id,date_time,type,weight,destination,postage method,quantity,cost
1928,4/01/2017 13:42,letter,0.34,Italy,Express Letter,2,85.24
1929,15/04/2016 16:29,letter,0.36,New Zealand,Express Letter,3,76.05
1929,15/04/2016 16:29,letter,0.15,New Caledonia,Economy Letter,1,6
1930,27/07/2017 11:19,letter,0.31,Arab Emirates,Economy Letter,1,18
1930,27/07/2017 11:19,letter,0.2,Hong Kong,Economy Letter,2,12
1931,22/12/2016 10:25,parcel,16.51,Argentina,Standard Parcel,2,718.9
1931,22/12/2016 10:25,parcel,18.22,Portugal,Express Parcel,3,1089.87
1932,19/02/2017 12:01,parcel,8.81,New Caledonia,Standard Parcel,3,406.32
1932,19/02/2017 12:01,parcel,6.46,Ireland,Economy Parcel_By Sea,1,101.78
1933,9/10/2017 13:20,parcel,11.35,Hong Kong,Standard Parcel,1,153.39
1934,22/03/2017 11:58,letter,0.26,Belgium,Economy Letter,1,18
1934,22/03/2017 11:58,letter,0.22,French Polynesia,Express Letter,2,77.66
1935,7/10/2016 13:15,parcel,14.94,Italy,Express Parcel,1,183.94
1936,24/05/2016 13:19,parcel,19.88,Mauritius,Standard Parcel,1,359.45
1936,24/05/2016 13:19,parcel,14.48,Finland,Economy Parcel_By Sea,3,477.36
1937,20/07/2017 13:13,letter,0.43,Chile,Express Letter,3,167.04
1937,20/07/2017 13:13,letter,0.13,Croatia,Economy Letter,2,18
1938,17/03/2016 11:56,letter,0.12,Hong Kong,Economy Letter,1,6
1938,17/03/2016 11:56,letter,0.39,Italy,Economy Letter,3,54
1939,10/03/2017 11:40,letter,0.3,Fiji,Express Letter,1,38.83
1940,26/03/2017 09:13,letter,0.46,Sri Lanka,Economy Letter,2,24
1940,26/03/2017 09:13,letter,0.33,Arab Emirates,Express Letter,2,111.36
1940,26/03/2017 09:13,letter,0.28,Romania,Economy Letter,1,18
1941,2/05/2017 14:08,letter,0.3,New Caledonia,Express Letter,1,38.83
1942,8/06/2016 13:31,parcel,7.69,Qatar,Economy Parcel_By Sea,1,113.39
1943,16/01/2016 13:02,letter,0.21,Papua New Guinea,Economy Letter,2,12
1943,16/01/2016 13:02,parcel,9.96,Croatia,Standard Parcel,1,207.86
1944,5/05/2017 13:30,letter,0.26,Finland,Express Letter,1,53.04
1944,5/05/2017 13:30,letter,0.4,Taiwan - Province Of China,Express Letter,1,36.95
1945,6/10/2016 13:26,letter,0.3,Canada,Express Letter,1,37.88
1945,6/10/2016 13:26,letter,0.32,Arab Emirates,Economy Letter,1,18
1946,3/12/2016 11:45,letter,0.38,France,Economy Letter,2,36
1946,3/12/2016 11:45,letter,0.22,Chile,Express Letter,1,55.68
1946,3/12/2016 11:45,parcel,15.75,United Kingdom,Standard Parcel,2,401.8
1947,1/09/2017 12:10,parcel,7.98,Cook Islands,Standard Parcel,3,406.32
1947,1/09/2017 12:10,letter,0.13,Serbia,Express Letter,1,53.04
1947,1/09/2017 12:10,letter,0.35,Germany,Express Letter,1,42.62
1948,12/08/2016 13:41,parcel,10.92,Cook Islands,Standard Parcel,1,161.41
1949,26/12/2016 12:30,letter,0.18,Singapore,Economy Letter,2,12
1949,26/12/2016 12:30,parcel,5.76,Hong Kong,Standard Parcel,3,386.04
1950,25/03/2017 15:00,letter,0.14,Slovenia,Economy Letter,3,27
1950,25/03/2017 15:00,parcel,7.37,United States,Express Parcel,1,137.02
1951,12/07/2016 10:35,parcel,0.93,Czech Republic,Standard Parcel,2,109.54
1951,12/07/2016 10:35,letter,0.14,Belgium,Economy Letter,3,27
1951,12/07/2016 10:35,letter,0.15,Samoa,Economy Letter,2,12
1952,10/01/2017 13:18,letter,0.22,Macedonia - The Former Yugoslav Republic Of,Express Letter,3,159.12
1952,10/01/2017 13:18,letter,0.19,Papua New Guinea,Economy Letter,2,12
1953,31/05/2016 15:04,letter,0.41,Canada,Economy Letter,2,36
1953,31/05/2016 15:04,letter,0.3,Mexico,Economy Letter,1,18
1954,13/01/2017 12:31,parcel,18.56,Germany,Express Parcel,1,211.04
1955,2/10/2017 14:29,letter,0.42,Mexico,Express Letter,2,111.36
1956,27/09/2016 15:59,letter,0.44,Myanmar,Economy Letter,2,24
1956,27/09/2016 15:59,parcel,18.83,Malta,Economy Parcel_By Sea,3,588.45
1957,14/08/2016 11:44,letter,0.18,Denmark,Express Letter,2,106.08
1957,14/08/2016 11:44,letter,0.37,Turkey,Economy Letter,1,18
1958,10/06/2017 09:45,parcel,13.81,Switzerland,Standard Parcel,2,357.88
1958,10/06/2017 09:45,letter,0.19,Canada,Economy Letter,3,27
1958,10/06/2017 09:45,letter,0.39,Canada,Economy Letter,1,18
1959,30/11/2016 14:14,letter,0.41,Peru,Economy Letter,2,36
1959,30/11/2016 14:14,parcel,2.83,Ukraine,Economy Parcel_By Sea,3,151.77
1959,30/11/2016 14:14,letter,0.17,China,Economy Letter,1,6
1960,7/12/2017 14:55,parcel,6.15,Indonesia,Standard Parcel,3,386.04
1961,18/06/2017 11:23,parcel,14.44,Nigeria,Economy Parcel_By Sea,3,501.24
1962,10/12/2016 11:54,parcel,14.08,Tonga,Standard Parcel,3,484.23
1963,1/11/2017 08:15,parcel,12.65,Bahrain,Express Parcel,3,953.97
1963,1/11/2017 08:15,parcel,11.27,Slovenia,Standard Parcel,1,280.85
1964,5/03/2016 12:14,letter,0.3,Cyprus,Express Letter,2,106.08
1964,5/03/2016 12:14,letter,0.12,Cyprus,Express Letter,2,106.08
1965,15/03/2017 11:29,parcel,17.47,Kuwait,Standard Parcel,1,359.45
1965,15/03/2017 11:29,parcel,2.63,Argentina,Standard Parcel,1,112.48
1966,18/01/2017 16:58,parcel,3.33,Denmark,Standard Parcel,1,128.08
1967,13/03/2016 13:28,letter,0.14,Chile,Economy Letter,3,27
1967,13/03/2016 13:28,letter,0.35,Fiji,Economy Letter,1,12
1967,13/03/2016 13:28,letter,0.2,Nauru,Economy Letter,1,6
1968,29/03/2016 11:41,letter,0.14,Spain,Economy Letter,3,27
1969,25/12/2017 13:06,letter,0.19,Cyprus,Express Letter,1,53.04
1969,25/12/2017 13:06,parcel,12.68,Papua New Guinea,Express Parcel,3,499.23
1970,9/07/2016 13:46,letter,0.19,Mauritius,Economy Letter,2,18
1970,9/07/2016 13:46,letter,0.1,Argentina,Economy Letter,2,18
1971,3/02/2016 16:55,parcel,12.69,Kuwait,Express Parcel,1,317.99
1971,3/02/2016 16:55,letter,0.46,Netherlands,Express Letter,2,85.24
1972,24/12/2017 14:13,parcel,4.36,Austria,Economy Parcel_By Sea,3,207.75
1973,6/02/2017 12:28,letter,0.2,Denmark,Economy Letter,1,9
1973,6/02/2017 12:28,letter,0.22,Papua New Guinea,Economy Letter,2,12
1974,2/09/2016 12:10,parcel,17.64,France,Express Parcel,3,633.12
1974,2/09/2016 12:10,letter,0.17,Peru,Economy Letter,2,18
1975,3/12/2017 09:02,parcel,8.63,Thailand,Express Parcel,2,267.36
1975,3/12/2017 09:02,letter,0.19,Papua New Guinea,Economy Letter,2,12
1976,30/08/2017 14:38,letter,0.25,France,Economy Letter,2,18
1976,30/08/2017 14:38,letter,0.19,Bahrain,Express Letter,3,167.04
1976,30/08/2017 14:38,letter,0.49,Korea - Republic Of,Economy Letter,3,36
1977,17/07/2016 09:23,letter,0.14,Bahrain,Economy Letter,3,27
1977,17/07/2016 09:23,parcel,5.48,Russian Federation,Express Parcel,3,727.23
1978,6/11/2016 14:47,parcel,6.65,Hungary,Standard Parcel,3,623.58
1979,30/06/2017 14:36,parcel,11.71,Taiwan - Province Of China,Standard Parcel,1,153.39
1979,30/06/2017 14:36,letter,0.36,Cambodia,Express Letter,1,38.83
1979,30/06/2017 14:36,parcel,2.84,Sri Lanka,Standard Parcel,1,72.9
1980,12/04/2017 12:42,letter,0.11,Nauru,Economy Letter,3,18
1981,16/01/2016 12:51,parcel,10.84,Ukraine,Standard Parcel,1,280.85
1982,16/11/2017 10:25,parcel,8,Brunei Darussalam,Express Parcel,2,280.88
1982,16/11/2017 10:25,letter,0.46,Nigeria,Economy Letter,3,54
1982,16/11/2017 10:25,letter,0.23,Samoa,Economy Letter,2,12
1983,28/02/2016 12:46,letter,0.33,Papua New Guinea,Economy Letter,1,12
1983,28/02/2016 12:46,letter,0.46,French Polynesia,Economy Letter,2,24
1984,18/09/2017 11:21,letter,0.14,Korea - Republic Of,Economy Letter,3,18
1984,18/09/2017 11:21,parcel,10.41,Macedonia - The Former Yugoslav Republic Of,Express Parcel,3,908.55
1984,18/09/2017 11:21,letter,0.15,Portugal,Express Letter,2,106.08
1985,15/12/2017 10:06,letter,0.16,France,Express Letter,2,85.24
1985,15/12/2017 10:06,letter,0.19,Iran - Islamic Republic Of,Express Letter,1,55.68
1985,15/12/2017 10:06,parcel,5.81,Nepal,Express Parcel,2,280.88
1986,10/09/2016 13:00,letter,0.42,Turkey,Economy Letter,3,54
1987,12/12/2017 10:16,letter,0.46,Cyprus,Express Letter,3,159.12
1987,12/12/2017 10:16,parcel,6.09,Estonia,Economy Parcel_By Sea,2,218.06
1987,12/12/2017 10:16,parcel,4.55,Iran - Islamic Republic Of,Standard Parcel,2,270.42
1988,28/02/2016 14:57,letter,0.39,Serbia,Express Letter,1,53.04
1988,28/02/2016 14:57,parcel,16.66,United States,Economy Parcel_By Sea,1,165.5
1988,28/02/2016 14:57,letter,0.46,Netherlands,Economy Letter,2,36
1989,8/07/2017 10:48,letter,0.22,Thailand,Express Letter,3,110.85
1990,27/06/2017 11:47,letter,0.26,Thailand,Economy Letter,1,12
1990,27/06/2017 11:47,parcel,2.35,Nepal,Express Parcel,2,169.12
1991,13/12/2017 15:09,parcel,9.89,Argentina,Express Parcel,1,254.53
1991,13/12/2017 15:09,letter,0.26,Samoa,Economy Letter,3,36
1991,13/12/2017 15:09,letter,0.12,Vietnam,Economy Letter,3,18
1992,5/07/2016 16:24,parcel,2.69,Greece,Express Parcel,3,346.35
1993,9/04/2017 12:47,parcel,7.94,Hong Kong,Standard Parcel,2,257.36
1993,9/04/2017 12:47,parcel,10.36,United States,Economy Parcel_By Sea,3,402.78
1993,9/04/2017 12:47,letter,0.49,China,Express Letter,2,72.1
1994,22/11/2016 11:15,letter,0.16,Greece,Express Letter,1,53.04
1994,22/11/2016 11:15,letter,0.23,Israel,Express Letter,3,167.04
1994,22/11/2016 11:15,parcel,11.99,Canada,Economy Parcel_By Sea,3,402.78
1995,3/08/2017 12:41,parcel,11.94,Lao People'S Democratic Republic,Standard Parcel,3,484.23
1996,2/06/2017 16:30,letter,0.2,India,Economy Letter,2,12
1996,2/06/2017 16:30,parcel,1.53,Vanuatu,Express Parcel,2,143.66
1997,18/12/2016 12:26,parcel,17.84,Netherlands,Standard Parcel,3,618.12
1997,18/12/2016 12:26,letter,0.31,Peru,Economy Letter,3,54
1998,26/05/2016 12:31,parcel,8.06,Sweden,Economy Parcel_By Sea,2,209.66
1998,26/05/2016 12:31,parcel,16.52,French Polynesia,Standard Parcel,1,187.37
1998,26/05/2016 12:31,letter,0.25,Israel,Express Letter,2,111.36
1999,29/11/2016 13:27,parcel,2.33,Brazil,Standard Parcel,3,319.59
2000,20/03/2017 15:08,parcel,12.65,Serbia,Standard Parcel,2,561.7
2000,20/03/2017 15:08,parcel,13.88,Saudi Arabia,Economy Parcel_By Sea,1,167.08
2001,8/08/2016 12:49,letter,0.13,Arab Emirates,Economy Letter,2,18
2002,31/08/2016 16:40,letter,0.28,United Kingdom,Express Letter,1,41.58
2003,7/04/2017 16:51,letter,0.22,Mexico,Express Letter,3,167.04
2004,1/07/2016 12:28,letter,0.34,Saudi Arabia,Economy Letter,1,18
2004,1/07/2016 12:28,parcel,7.06,Indonesia,Standard Parcel,3,386.04
2004,1/07/2016 12:28,letter,0.26,Hong Kong,Express Letter,1,36.95
2005,14/04/2016 16:35,letter,0.4,Croatia,Express Letter,2,106.08
2006,9/06/2016 09:32,parcel,8.26,Hungary,Standard Parcel,1,207.86
2006,9/06/2016 09:32,letter,0.16,Samoa,Express Letter,2,77.66
2007,13/03/2016 11:26,parcel,8.02,Mauritius,Standard Parcel,1,219.45
2008,31/08/2017 12:42,letter,0.25,United States,Economy Letter,3,27
2009,1/03/2017 13:33,parcel,2.97,Mexico,Economy Parcel_By Sea,2,106.22
2009,1/03/2017 13:33,letter,0.21,Norway,Express Letter,2,85.24
2010,20/01/2017 12:31,letter,0.3,Italy,Express Letter,3,127.86
2010,20/01/2017 12:31,letter,0.38,Lao People'S Democratic Republic,Express Letter,1,38.83
2010,20/01/2017 12:31,parcel,18.07,Philippines,Standard Parcel,2,374.74
2011,14/05/2016 15:30,letter,0.48,Argentina,Express Letter,3,167.04
2011,14/05/2016 15:30,parcel,12.63,Qatar,Express Parcel,2,635.98
2012,18/07/2016 14:33,letter,0.3,Kenya,Express Letter,2,111.36
2012,18/07/2016 14:33,parcel,18.76,Brunei Darussalam,Express Parcel,1,192.37
2012,18/07/2016 14:33,letter,0.21,Saudi Arabia,Express Letter,3,167.04
2013,5/07/2017 13:29,letter,0.47,Nepal,Express Letter,3,116.49
2013,5/07/2017 13:29,letter,0.49,Kuwait,Economy Letter,3,54
2013,5/07/2017 13:29,parcel,11.29,Kenya,Express Parcel,3,953.97
2014,8/08/2017 12:43,letter,0.46,Japan,Economy Letter,2,24
2014,8/08/2017 12:43,letter,0.15,Thailand,Economy Letter,3,18
2014,8/08/2017 12:43,parcel,10.17,Spain,Express Parcel,3,551.82
2015,21/10/2017 08:30,letter,0.3,Norway,Express Letter,2,85.24
2015,21/10/2017 08:30,letter,0.44,Iran - Islamic Republic Of,Express Letter,2,111.36
2016,20/04/2017 12:37,parcel,3.39,Cook Islands,Express Parcel,3,330.09
2017,22/06/2017 13:39,letter,0.26,South Africa,Economy Letter,1,18
2018,24/08/2017 12:26,letter,0.13,Pakistan,Economy Letter,3,18
2018,24/08/2017 12:26,letter,0.28,Norway,Economy Letter,2,36
2018,24/08/2017 12:26,parcel,18.54,Cyprus,Express Parcel,1,363.29
2019,5/02/2017 09:28,letter,0.39,Peru,Express Letter,1,55.68
2020,23/08/2016 10:51,letter,0.28,Italy,Economy Letter,2,36
2020,23/08/2016 10:51,letter,0.27,Canada,Economy Letter,2,36
2020,23/08/2016 10:51,letter,0.39,Finland,Economy Letter,3,54
2021,24/01/2017 14:19,parcel,18.83,Romania,Economy Parcel_By Sea,1,196.15
2022,21/06/2017 13:39,parcel,3.84,Saudi Arabia,Economy Parcel_By Sea,1,72.63
2022,21/06/2017 13:39,parcel,0.9,South Africa,Express Parcel,2,135.76
2023,10/11/2016 12:51,parcel,14.97,Saudi Arabia,Economy Parcel_By Sea,1,167.08
2024,5/04/2016 12:45,parcel,8.17,Fiji,Standard Parcel,2,270.88
2024,5/04/2016 12:45,letter,0.15,Denmark,Economy Letter,3,27
2025,26/08/2017 11:29,letter,0.39,Tonga,Economy Letter,2,24
2025,26/08/2017 11:29,letter,0.15,Croatia,Economy Letter,3,27
2026,4/12/2016 13:30,letter,0.29,Austria,Economy Letter,2,36
2027,22/03/2017 07:23,parcel,18.72,South Africa,Express Parcel,2,726.58
2027,22/03/2017 07:23,letter,0.22,Mauritius,Economy Letter,1,9
2027,22/03/2017 07:23,letter,0.32,Cambodia,Economy Letter,2,24
2028,13/02/2016 12:10,letter,0.46,South Africa,Express Letter,3,159.12
2029,6/01/2016 11:58,parcel,14.53,Bahrain,Economy Parcel_By Sea,3,501.24
2030,14/06/2017 14:59,letter,0.37,Singapore,Express Letter,3,110.85
2030,14/06/2017 14:59,letter,0.17,Indonesia,Economy Letter,2,12
2031,12/02/2017 13:13,letter,0.4,Saudi Arabia,Express Letter,3,167.04
2032,10/04/2016 14:16,letter,0.38,French Polynesia,Economy Letter,1,12
2033,19/06/2017 16:45,letter,0.46,Pakistan,Express Letter,1,38.83
2034,14/02/2016 13:18,parcel,6.75,Norway,Economy Parcel_By Sea,1,104.83
2034,14/02/2016 13:18,letter,0.32,Bahrain,Economy Letter,1,18
2034,14/02/2016 13:18,letter,0.2,Fiji,Express Letter,1,38.83
2035,24/06/2016 12:02,letter,0.33,Samoa,Express Letter,1,38.83
2035,24/06/2016 12:02,parcel,13.83,Japan,Express Parcel,3,475.17
2035,24/06/2016 12:02,letter,0.39,Pakistan,Economy Letter,1,12
2036,12/12/2017 12:13,parcel,2.33,Cambodia,Standard Parcel,2,145.8
2036,12/12/2017 12:13,parcel,19.43,Bahrain,Standard Parcel,3,1078.35
2036,12/12/2017 12:13,parcel,6.67,United Kingdom,Express Parcel,2,306.02
2037,18/10/2016 17:51,letter,0.37,Vietnam,Express Letter,1,36.95
2037,18/10/2016 17:51,letter,0.29,Qatar,Express Letter,3,167.04
2038,25/12/2017 14:10,parcel,8.87,Argentina,Express Parcel,2,509.06
2039,25/06/2016 13:35,letter,0.31,Switzerland,Economy Letter,1,18
2040,14/03/2017 13:54,letter,0.21,Cook Islands,Economy Letter,3,18
2040,14/03/2017 13:54,parcel,2.83,Cyprus,Express Parcel,2,230.9
2040,14/03/2017 13:54,parcel,13.29,Ukraine,Economy Parcel_By Sea,1,159.12
2041,5/06/2017 13:09,letter,0.11,Nepal,Express Letter,1,38.83
2041,5/06/2017 13:09,letter,0.31,Japan,Express Letter,2,73.9
2042,15/08/2017 11:03,letter,0.13,Lao People'S Democratic Republic,Express Letter,3,116.49
2042,15/08/2017 11:03,letter,0.29,Ireland,Economy Letter,2,36
2042,15/08/2017 11:03,letter,0.48,Nepal,Express Letter,2,77.66
2043,3/03/2017 13:48,letter,0.48,China,Express Letter,2,72.1
2043,3/03/2017 13:48,parcel,10.02,Spain,Standard Parcel,1,178.94
2044,20/01/2016 15:42,letter,0.29,Netherlands,Economy Letter,1,18
2044,20/01/2016 15:42,letter,0.33,Japan,Express Letter,3,110.85
2044,20/01/2016 15:42,letter,0.41,Mauritius,Economy Letter,2,36
2045,7/05/2017 14:05,letter,0.48,Cyprus,Economy Letter,2,36
2046,23/03/2017 11:31,parcel,14.58,Vanuatu,Express Parcel,1,166.41
2047,16/03/2016 12:26,letter,0.23,Hong Kong,Economy Letter,1,6
2047,16/03/2016 12:26,letter,0.32,Slovenia,Express Letter,1,53.04
2047,16/03/2016 12:26,parcel,9.67,Qatar,Express Parcel,2,509.06
2048,25/05/2016 13:56,letter,0.34,Romania,Economy Letter,1,18
2048,25/05/2016 13:56,parcel,6.06,Slovenia,Economy Parcel_By Sea,3,327.09
2048,25/05/2016 13:56,parcel,1.59,Belgium,Express Parcel,1,102.12
2049,14/05/2016 10:30,parcel,14.41,Lao People'S Democratic Republic,Express Parcel,3,499.23
2049,14/05/2016 10:30,parcel,16.14,Iran - Islamic Republic Of,Express Parcel,3,1144.35
2049,14/05/2016 10:30,parcel,9.49,Papua New Guinea,Express Parcel,3,421.32
2050,13/11/2016 12:02,letter,0.29,France,Economy Letter,2,36
2050,13/11/2016 12:02,parcel,13.95,Japan,Express Parcel,3,475.17
2051,24/01/2017 12:05,parcel,17.06,Vanuatu,Express Parcel,2,384.74
2051,24/01/2017 12:05,letter,0.44,Cyprus,Economy Letter,2,36
2052,10/06/2017 12:28,letter,0.33,Vietnam,Express Letter,2,73.9
2052,10/06/2017 12:28,letter,0.44,Korea - Republic Of,Express Letter,1,36.95
2052,10/06/2017 12:28,letter,0.16,Myanmar,Economy Letter,3,18
2053,30/03/2017 12:26,parcel,7.91,Norway,Express Parcel,1,156.84
2054,14/11/2016 13:39,parcel,15.15,Cook Islands,Standard Parcel,2,374.74
2055,25/06/2016 12:00,letter,0.16,Romania,Express Letter,1,53.04
2055,25/06/2016 12:00,parcel,15.39,Arab Emirates,Express Parcel,2,762.9
2056,12/02/2017 13:56,letter,0.38,Czech Republic,Economy Letter,1,18
2056,12/02/2017 13:56,parcel,1.52,Switzerland,Express Parcel,3,222.87
2056,12/02/2017 13:56,letter,0.19,Serbia,Economy Letter,3,27
2057,27/04/2017 12:14,parcel,18.31,Mexico,Economy Parcel_By Sea,3,617.88
2058,10/07/2016 12:20,parcel,15.76,France,Economy Parcel_By Sea,3,560.43
2058,10/07/2016 12:20,parcel,5.02,Mauritius,Standard Parcel,3,658.35
2059,8/03/2016 10:28,letter,0.26,Czech Republic,Express Letter,1,53.04
2060,26/10/2017 12:35,letter,0.11,Cook Islands,Express Letter,3,116.49
2060,26/10/2017 12:35,parcel,0.85,Estonia,Express Parcel,1,67.88
2061,21/08/2017 13:25,parcel,14.16,Qatar,Standard Parcel,3,887.97
2062,23/10/2017 10:06,letter,0.35,Spain,Economy Letter,2,36
2063,27/06/2016 14:54,letter,0.5,Vietnam,Express Letter,3,110.85
2063,27/06/2016 14:54,letter,0.12,Mauritius,Economy Letter,3,27
2063,27/06/2016 14:54,parcel,19.48,Norway,Express Parcel,3,633.12
2064,3/05/2016 12:37,letter,0.43,Ukraine,Express Letter,1,53.04
2065,24/02/2017 15:35,letter,0.19,Netherlands,Economy Letter,2,18
2065,24/02/2017 15:35,parcel,12.48,Cook Islands,Express Parcel,3,499.23
2066,9/07/2017 12:47,letter,0.36,Sweden,Economy Letter,3,54
2067,7/03/2017 14:44,parcel,19.57,Greece,Express Parcel,1,363.29
2067,7/03/2017 14:44,parcel,13.66,Italy,Standard Parcel,2,357.88
2068,2/04/2016 11:43,letter,0.4,Romania,Express Letter,2,106.08
2068,2/04/2016 11:43,letter,0.24,Ireland,Economy Letter,3,27
2069,17/11/2017 12:55,letter,0.21,Ukraine,Express Letter,2,106.08
2070,22/02/2016 12:31,parcel,4.95,Finland,Express Parcel,1,143.14
2071,25/02/2016 14:37,parcel,19.68,Portugal,Standard Parcel,1,341.29
2071,25/02/2016 14:37,letter,0.3,Belgium,Economy Letter,2,36
2072,20/04/2017 14:30,letter,0.16,Malaysia,Economy Letter,2,12
2072,20/04/2017 14:30,letter,0.17,Indonesia,Express Letter,1,36.95
2072,20/04/2017 14:30,letter,0.21,Qatar,Express Letter,2,111.36
2073,26/08/2016 13:33,letter,0.22,Norway,Express Letter,3,127.86
2073,26/08/2016 13:33,letter,0.18,France,Economy Letter,1,9
2074,2/06/2017 13:32,parcel,2.92,Portugal,Standard Parcel,3,319.59
2075,22/08/2017 17:43,letter,0.37,Israel,Express Letter,1,55.68
2075,22/08/2017 17:43,letter,0.43,France,Express Letter,3,127.86
2075,22/08/2017 17:43,letter,0.29,Japan,Express Letter,2,73.9
2076,17/09/2017 10:33,letter,0.13,Lao People'S Democratic Republic,Express Letter,3,116.49
2076,17/09/2017 10:33,parcel,11.75,Argentina,Economy Parcel_By Sea,1,167.08
2076,17/09/2017 10:33,letter,0.41,Spain,Economy Letter,2,36
2077,23/04/2016 10:49,letter,0.26,Greece,Express Letter,2,106.08
2077,23/04/2016 10:49,letter,0.22,Cook Islands,Economy Letter,2,12
2077,23/04/2016 10:49,parcel,11.04,Ukraine,Standard Parcel,1,280.85
2078,23/05/2016 16:52,parcel,8.89,Slovenia,Economy Parcel_By Sea,2,218.06
2079,28/05/2016 10:30,parcel,14.16,Thailand,Express Parcel,1,158.39
2080,21/03/2017 14:22,letter,0.26,Estonia,Economy Letter,2,36
2081,27/11/2016 12:19,parcel,8.88,Sri Lanka,Express Parcel,2,280.88
2081,27/11/2016 12:19,letter,0.19,Estonia,Economy Letter,1,9
2081,27/11/2016 12:19,parcel,1.23,Malaysia,Standard Parcel,3,154.05
2082,21/01/2017 12:39,letter,0.18,China,Express Letter,2,72.1
2082,21/01/2017 12:39,letter,0.3,Romania,Economy Letter,2,36
2082,21/01/2017 12:39,letter,0.2,Solomon Islands,Express Letter,1,38.83
2083,23/11/2016 11:08,parcel,6.23,South Africa,Express Parcel,3,727.23
2083,23/11/2016 11:08,letter,0.27,Portugal,Economy Letter,3,54
2084,19/11/2016 15:00,letter,0.19,India,Economy Letter,2,12
2084,19/11/2016 15:00,letter,0.3,Singapore,Economy Letter,1,12
2085,18/09/2016 13:07,letter,0.19,Brazil,Express Letter,3,159.12
2085,18/09/2016 13:07,letter,0.23,China,Express Letter,1,36.05
2085,18/09/2016 13:07,letter,0.24,Korea - Republic Of,Economy Letter,1,6
2086,24/03/2017 10:05,parcel,16.41,Italy,Express Parcel,3,633.12
2086,24/03/2017 10:05,parcel,9.32,Netherlands,Standard Parcel,2,303.68
2086,24/03/2017 10:05,letter,0.32,Macedonia - The Former Yugoslav Republic Of,Economy Letter,3,54
2087,26/03/2016 13:42,letter,0.37,Russian Federation,Economy Letter,1,18
2087,26/03/2016 13:42,letter,0.19,Slovenia,Express Letter,1,53.04
2088,12/06/2016 13:45,letter,0.29,Romania,Express Letter,3,159.12
2088,12/06/2016 13:45,parcel,17.77,Argentina,Economy Parcel_By Sea,1,205.96
2088,12/06/2016 13:45,letter,0.21,Taiwan - Province Of China,Express Letter,1,36.95
2089,15/09/2017 12:09,parcel,17.67,Qatar,Economy Parcel_By Sea,2,411.92
2090,21/01/2017 12:41,parcel,3.89,Macedonia - The Former Yugoslav Republic Of,Express Parcel,1,143.14
2090,21/01/2017 12:41,letter,0.34,Ukraine,Express Letter,1,53.04
2090,21/01/2017 12:41,letter,0.4,Philippines,Express Letter,2,77.66
2091,2/01/2016 11:01,parcel,12.29,Chile,Economy Parcel_By Sea,1,167.08
2091,2/01/2016 11:01,letter,0.48,Peru,Express Letter,3,167.04
2092,16/04/2016 13:01,letter,0.31,French Polynesia,Express Letter,3,116.49
2093,26/01/2016 13:54,parcel,17.24,Poland,Economy Parcel_By Sea,2,392.3
2093,26/01/2016 13:54,parcel,1.25,Kuwait,Express Parcel,1,89.53
2094,27/02/2016 14:51,letter,0.12,Thailand,Economy Letter,3,18
2094,27/02/2016 14:51,parcel,7.4,Nauru,Express Parcel,2,280.88
2095,10/11/2017 14:37,letter,0.33,Peru,Economy Letter,2,36
2096,18/02/2016 13:19,letter,0.28,Slovenia,Economy Letter,3,54
2096,18/02/2016 13:19,parcel,5.14,Peru,Economy Parcel_By Sea,2,226.78
2097,27/06/2016 15:07,letter,0.23,Pakistan,Express Letter,2,77.66
2097,27/06/2016 15:07,letter,0.49,Korea - Republic Of,Economy Letter,2,24
2097,27/06/2016 15:07,parcel,13.46,Malta,Economy Parcel_By Sea,2,318.24
2098,25/02/2017 12:36,letter,0.37,Bahrain,Express Letter,1,55.68
2098,25/02/2017 12:36,letter,0.36,Ireland,Economy Letter,2,36
2099,23/04/2016 12:20,letter,0.24,Papua New Guinea,Express Letter,3,116.49
2099,23/04/2016 12:20,parcel,17.06,Greece,Economy Parcel_By Sea,2,392.3
2100,9/07/2016 14:40,parcel,7.78,Norway,Express Parcel,3,470.52
2101,15/04/2016 14:24,letter,0.44,Vietnam,Economy Letter,1,12
2102,18/06/2016 13:39,parcel,9.19,Ireland,Express Parcel,3,459.03
2102,18/06/2016 13:39,letter,0.38,Hungary,Express Letter,2,106.08
2103,7/03/2017 10:18,parcel,10.58,Czech Republic,Economy Parcel_By Sea,2,318.24
2104,17/12/2017 12:52,letter,0.3,Estonia,Express Letter,1,53.04
2104,17/12/2017 12:52,letter,0.4,Vanuatu,Express Letter,3,116.49
2105,2/03/2017 12:49,parcel,0.52,Vanuatu,Standard Parcel,2,77.78
2105,2/03/2017 12:49,letter,0.36,Nepal,Express Letter,1,38.83
2105,2/03/2017 12:49,parcel,19.06,Portugal,Express Parcel,1,363.29
2106,7/06/2016 16:15,letter,0.35,Mauritius,Economy Letter,1,18
2106,7/06/2016 16:15,parcel,18.59,Fiji,Standard Parcel,1,187.37
2106,7/06/2016 16:15,letter,0.33,Portugal,Economy Letter,1,18
2107,29/04/2016 11:27,letter,0.37,Sweden,Economy Letter,1,18
2107,29/04/2016 11:27,letter,0.49,Cyprus,Economy Letter,1,18
2107,29/04/2016 11:27,letter,0.43,New Caledonia,Express Letter,3,116.49
